CustomerID,Age,Tenure,MonthlyCharges,TotalCharges,NumProducts,SupportCalls,ContractType,PaymentMethod,InternetService,Churn
CUST02422,46,8,47.58,387.83,5,9,Month-to-Month,Mailed Check,Fiber Optic,1
CUST02423,43,59,107.98,5785.54,4,5,Month-to-Month,Credit Card,Fiber Optic,0
CUST02424,26,25,67.44,1549.63,2,5,One Year,Electronic Check,DSL,0
CUST02425,20,40,54.14,2369.69,5,2,Two Year,Mailed Check,DSL,0
CUST02426,65,12,41.61,515.76,3,4,One Year,Electronic Check,DSL,0
CUST02427,48,28,68.5,1738.97,2,0,Two Year,Electronic Check,DSL,0
CUST02428,48,54,91.67,5241.25,1,5,One Year,Bank Transfer,DSL,0
CUST02429,51,20,48.67,975.05,4,7,Two Year,Bank Transfer,No,0
CUST02430,41,10,95.77,876.35,2,7,Month-to-Month,Mailed Check,Fiber Optic,1
CUST02431,68,38,82.98,3267.18,1,6,Two Year,Bank Transfer,DSL,0
CUST02432,44,12,98.76,1184.92,1,8,Two Year,Mailed Check,Fiber Optic,0
CUST02433,46,23,45.09,975.89,4,6,One Year,Credit Card,Fiber Optic,0
CUST02434,48,32,83.1,2860.17,5,7,Month-to-Month,Mailed Check,Fiber Optic,0
CUST02435,26,41,35.37,1389.8,2,4,Month-to-Month,Bank Transfer,No,1
CUST02436,27,46,56.38,2481.72,2,6,Month-to-Month,Electronic Check,DSL,1
CUST02437,28,49,92.44,4323.53,4,6,Month-to-Month,Mailed Check,No,0
CUST02438,32,60,83.17,5256.93,1,5,Month-to-Month,Mailed Check,DSL,0
CUST02439,27,5,38.79,201.92,1,5,Month-to-Month,Electronic Check,Fiber Optic,0
CUST02440,30,26,105.83,2973.56,4,7,Month-to-Month,Bank Transfer,No,1
CUST02441,71,1,25.34,23.96,3,2,Two Year,Bank Transfer,Fiber Optic,0
CUST02442,38,1,79.52,84.08,1,3,One Year,Electronic Check,DSL,1
CUST02443,63,16,118.38,1921.78,2,5,Two Year,Credit Card,DSL,0
CUST02444,40,43,73.15,3025.11,1,6,Month-to-Month,Electronic Check,DSL,0
CUST02445,65,64,100.07,5809.28,4,5,Month-to-Month,Credit Card,DSL,0
CUST02446,60,55,79.52,4652.48,4,1,Month-to-Month,Mailed Check,DSL,0
CUST02447,65,46,98.31,4288.02,4,8,Two Year,Electronic Check,DSL,0
CUST02448,34,56,85.56,4917.57,1,5,Month-to-Month,Electronic Check,Fiber Optic,0
CUST02449,23,13,89.11,1169.79,5,4,One Year,Bank Transfer,DSL,1
CUST02450,35,60,42.78,2312.46,2,8,Month-to-Month,Bank Transfer,Fiber Optic,0
CUST02451,58,64,94.18,6623.6,5,4,Month-to-Month,Bank Transfer,Fiber Optic,0
CUST02452,55,7,43.79,325.81,5,1,Month-to-Month,Mailed Check,DSL,0
CUST02453,58,34,118.06,4003.32,3,9,Month-to-Month,Electronic Check,Fiber Optic,0
CUST02454,74,59,42.78,2614.98,4,3,Month-to-Month,Bank Transfer,Fiber Optic,0
CUST02455,30,34,43.67,1477.78,4,8,Two Year,Credit Card,Fiber Optic,0
CUST02456,43,60,105.87,6662.76,4,5,Month-to-Month,Mailed Check,Fiber Optic,0
CUST02457,45,67,44.3,2750.94,1,2,Month-to-Month,Credit Card,Fiber Optic,0
CUST02458,26,34,56.09,1886.61,1,3,Month-to-Month,Bank Transfer,Fiber Optic,1
CUST02459,55,5,91.46,442.28,5,9,Two Year,Mailed Check,Fiber Optic,1
CUST02460,20,25,35.87,889.63,4,9,One Year,Bank Transfer,No,0
CUST02461,69,16,35.91,568.82,4,1,One Year,Electronic Check,No,1
CUST02462,23,34,68.64,2167.04,2,9,Month-to-Month,Electronic Check,Fiber Optic,1
CUST02463,24,42,44.37,2041.12,3,8,Two Year,Bank Transfer,Fiber Optic,0
CUST02464,27,33,43.57,1298.36,2,6,Month-to-Month,Credit Card,No,0
CUST02465,68,14,20.92,264.23,3,1,One Year,Mailed Check,Fiber Optic,0
CUST02466,67,22,57.04,1223.22,4,5,Two Year,Electronic Check,Fiber Optic,0
CUST02467,70,49,51.83,2600.57,4,4,Month-to-Month,Electronic Check,DSL,0
CUST02468,65,2,23.12,43.27,2,1,Month-to-Month,Mailed Check,DSL,1
CUST02469,70,16,82.12,1322.7,5,9,Month-to-Month,Bank Transfer,Fiber Optic,1
CUST02470,44,64,82.67,5526.31,1,6,Month-to-Month,Electronic Check,No,1
CUST02471,18,8,27.08,199.05,5,0,Month-to-Month,Electronic Check,DSL,0
CUST02472,42,30,51.7,1701.4,4,3,Month-to-Month,Bank Transfer,No,0
CUST02473,30,15,107.28,1556.65,3,8,Month-to-Month,Electronic Check,Fiber Optic,1
CUST02474,31,8,78.22,643.56,2,4,One Year,Mailed Check,No,1
CUST02475,57,31,61.2,1749.42,2,4,Month-to-Month,Bank Transfer,No,1
CUST02476,27,38,66.51,2633.28,2,1,One Year,Electronic Check,DSL,1
CUST02477,36,13,40.83,566.9,5,1,Month-to-Month,Mailed Check,DSL,0
CUST02478,40,6,101.19,559.2,1,9,Month-to-Month,Electronic Check,DSL,1
CUST02479,21,10,111.4,1030.65,4,9,Month-to-Month,Mailed Check,Fiber Optic,1
CUST02480,57,47,111.07,4991.53,5,0,Two Year,Credit Card,DSL,0
CUST02481,61,62,42.39,2371.83,3,5,Month-to-Month,Bank Transfer,Fiber Optic,0
CUST02482,49,13,51.07,728.51,4,6,One Year,Electronic Check,No,1
CUST02483,19,23,36.06,845.75,3,8,Two Year,Electronic Check,DSL,0
CUST02484,62,25,50.72,1295.29,3,5,One Year,Electronic Check,Fiber Optic,0
CUST02485,43,26,53.28,1512.45,4,8,Month-to-Month,Credit Card,Fiber Optic,0
CUST02486,33,18,83.31,1599.17,5,1,Month-to-Month,Bank Transfer,Fiber Optic,0
CUST02487,72,4,38.96,165.65,4,0,One Year,Bank Transfer,No,0
CUST02488,66,38,111.94,4117.17,5,4,One Year,Electronic Check,DSL,0
CUST02489,43,26,30.31,762.03,3,2,One Year,Credit Card,DSL,0
CUST02490,43,25,20.69,495.65,4,7,One Year,Credit Card,No,0
CUST02491,69,19,105.49,1942.94,5,3,Month-to-Month,Electronic Check,DSL,1
CUST02492,28,66,90.38,5809.21,2,4,One Year,Mailed Check,No,0
CUST02493,41,44,55.54,2267.65,5,5,One Year,Mailed Check,DSL,0
CUST02494,50,30,79.55,2317.74,4,9,Two Year,Bank Transfer,Fiber Optic,0
CUST02495,37,15,42.35,628.55,3,0,One Year,Mailed Check,Fiber Optic,0
CUST02496,35,57,36.84,2019.75,4,5,Month-to-Month,Electronic Check,Fiber Optic,1
CUST02497,24,64,67.11,4007.86,1,3,One Year,Bank Transfer,DSL,0
CUST02498,33,3,55.32,161.75,4,0,One Year,Bank Transfer,No,1
CUST02499,38,67,81.52,5441.18,3,8,Month-to-Month,Mailed Check,No,1
CUST02500,65,50,41.81,2183.04,5,9,Month-to-Month,Mailed Check,No,0
CUST02501,37,8,86.29,719.51,4,1,Month-to-Month,Electronic Check,No,0
CUST02502,27,54,96.69,4910.6,3,7,Month-to-Month,Mailed Check,No,0
CUST02503,66,8,36.66,266.13,3,7,One Year,Credit Card,Fiber Optic,0
CUST02504,38,4,24.39,93.72,3,7,Month-to-Month,Bank Transfer,Fiber Optic,1
CUST02505,70,9,63.96,536.16,5,4,One Year,Credit Card,No,0
CUST02506,24,33,97.4,3147.29,4,3,Month-to-Month,Bank Transfer,No,1
CUST02507,19,44,85.08,4102.31,1,0,Two Year,Bank Transfer,Fiber Optic,0
CUST02508,70,29,90.19,2448.63,3,0,One Year,Mailed Check,DSL,0
CUST02509,23,9,60.28,522.9,2,1,One Year,Electronic Check,DSL,0
CUST02510,18,15,43.49,681.79,1,5,Month-to-Month,Credit Card,No,1
CUST02511,54,61,73.18,4472.05,5,1,Two Year,Bank Transfer,No,0
CUST02512,36,69,40.44,2535.62,5,6,Month-to-Month,Credit Card,DSL,0
CUST02513,45,54,92.62,4663.21,5,6,One Year,Bank Transfer,No,0
CUST02514,41,8,39.7,345.22,2,3,Month-to-Month,Mailed Check,DSL,1
CUST02515,34,59,49.13,2668.41,3,0,Month-to-Month,Electronic Check,Fiber Optic,0
CUST02516,45,50,70.65,3628.17,4,5,One Year,Mailed Check,No,0
CUST02517,32,38,68.67,2762.06,1,8,Month-to-Month,Bank Transfer,No,1
CUST02518,30,11,80.08,839.61,1,3,Month-to-Month,Credit Card,Fiber Optic,0
CUST02519,30,71,63.74,4729.59,3,8,Month-to-Month,Credit Card,No,0
CUST02520,24,32,111.95,3345.81,4,2,Month-to-Month,Mailed Check,No,1
CUST02521,47,4,103.99,398.07,3,0,Two Year,Mailed Check,No,1
CUST02522,49,15,107.91,1557.75,2,6,One Year,Electronic Check,No,1
CUST02523,18,29,82.95,2644.44,3,8,Month-to-Month,Mailed Check,Fiber Optic,0
CUST02524,44,5,83.5,393.67,5,8,One Year,Credit Card,DSL,0
CUST02525,60,23,80.92,1723.14,2,9,One Year,Bank Transfer,DSL,0
CUST02526,18,34,63.49,2342.39,3,1,One Year,Mailed Check,DSL,0
CUST02527,35,68,52.21,3310.27,2,0,One Year,Credit Card,DSL,0
CUST02528,72,7,79.2,596.46,2,5,Month-to-Month,Electronic Check,DSL,1
CUST02529,42,41,22.55,952.51,4,9,Month-to-Month,Credit Card,DSL,1
CUST02530,18,66,20.75,1390.26,2,9,One Year,Bank Transfer,Fiber Optic,0
CUST02531,48,58,105.16,6406.13,4,2,One Year,Electronic Check,DSL,0
CUST02532,41,66,24.64,1699.91,1,3,One Year,Bank Transfer,DSL,0
CUST02533,30,13,72.48,868.84,4,6,Month-to-Month,Electronic Check,DSL,1
CUST02534,22,57,81.5,5109.48,1,9,Two Year,Bank Transfer,DSL,0
CUST02535,68,70,39.82,3033.53,2,1,Month-to-Month,Electronic Check,Fiber Optic,0
CUST02536,64,24,109.57,2838.34,5,9,One Year,Electronic Check,No,1
CUST02537,56,36,39.01,1438.69,2,8,Month-to-Month,Bank Transfer,Fiber Optic,1
CUST02538,19,38,108.45,4139.94,4,0,One Year,Mailed Check,Fiber Optic,0
CUST02539,67,36,96.3,3491.92,2,8,Two Year,Electronic Check,No,0
CUST02540,44,21,44.07,835.77,5,6,Month-to-Month,Credit Card,Fiber Optic,0
CUST02541,45,69,35.07,2419.88,5,9,One Year,Electronic Check,DSL,0
CUST02542,68,68,51.62,3597.28,5,2,One Year,Bank Transfer,DSL,0
CUST02543,42,28,59.8,1727.4,2,9,Month-to-Month,Bank Transfer,Fiber Optic,0
CUST02544,31,58,44.58,2498.75,2,0,Month-to-Month,Electronic Check,Fiber Optic,0
CUST02545,31,29,119.89,3456.82,4,0,One Year,Credit Card,No,0
CUST02546,70,57,42.97,2515.78,5,4,Month-to-Month,Mailed Check,DSL,0
CUST02547,49,42,103.06,4266.6,3,6,Month-to-Month,Electronic Check,No,0
CUST02548,50,34,35.91,1333.85,4,1,Two Year,Mailed Check,Fiber Optic,0
CUST02549,51,10,118.02,1228.74,5,2,One Year,Bank Transfer,No,0
CUST02550,30,47,42.55,1800.47,4,3,One Year,Electronic Check,Fiber Optic,0
CUST02551,41,23,62.17,1293.55,2,1,One Year,Electronic Check,DSL,0
CUST02552,72,16,75.86,1259.9,2,1,Month-to-Month,Mailed Check,Fiber Optic,1
CUST02553,26,14,32.03,440.57,3,1,One Year,Bank Transfer,DSL,0
CUST02554,72,70,101.68,7600.99,3,9,Month-to-Month,Electronic Check,DSL,0
CUST02555,33,8,47.47,354.91,5,9,Month-to-Month,Mailed Check,No,0
CUST02556,34,57,74.93,3855.57,2,6,One Year,Electronic Check,Fiber Optic,1
CUST02557,18,62,74.96,4543.7,1,6,Two Year,Electronic Check,DSL,0
CUST02558,55,3,80.26,252.16,2,1,Month-to-Month,Bank Transfer,Fiber Optic,0
CUST02559,36,42,25.55,1174.28,3,0,Two Year,Electronic Check,Fiber Optic,0
CUST02560,44,41,36.86,1627.3,2,3,One Year,Electronic Check,DSL,1
CUST02561,51,26,36.12,936.11,2,9,Month-to-Month,Electronic Check,DSL,1
CUST02562,54,48,50.21,2560.61,2,4,Month-to-Month,Bank Transfer,No,0
CUST02563,72,30,34.49,945.82,5,8,Month-to-Month,Mailed Check,DSL,1
CUST02564,49,32,112.19,3642.04,3,3,One Year,Mailed Check,No,1
CUST02565,28,31,71.3,2397.71,4,3,Month-to-Month,Bank Transfer,DSL,0
CUST02566,58,57,82.36,4597.1,3,8,Month-to-Month,Bank Transfer,Fiber Optic,0
CUST02567,21,45,55.75,2739.55,1,4,Month-to-Month,Electronic Check,Fiber Optic,1
CUST02568,66,27,47.62,1214.03,2,7,Two Year,Electronic Check,DSL,0
CUST02569,34,66,70.32,4274.92,5,7,Month-to-Month,Electronic Check,Fiber Optic,0
CUST02570,59,57,49.43,2831.6,3,7,Month-to-Month,Credit Card,Fiber Optic,0
CUST02571,26,67,54.36,3939.1,4,6,Month-to-Month,Electronic Check,Fiber Optic,0
CUST02572,41,52,65.28,3266.19,4,8,Month-to-Month,Electronic Check,No,0
CUST02573,57,28,70.57,2094.68,3,4,Month-to-Month,Mailed Check,No,1
CUST02574,53,55,118.43,6082.78,3,3,One Year,Mailed Check,DSL,0
CUST02575,18,24,42.33,1065.87,2,5,One Year,Credit Card,Fiber Optic,0
CUST02576,19,20,68.8,1391.65,2,3,Month-to-Month,Mailed Check,DSL,0
CUST02577,73,33,34.95,1078.42,1,0,Two Year,Electronic Check,DSL,0
CUST02578,48,69,55.0,3960.52,2,3,Month-to-Month,Bank Transfer,DSL,0
CUST02579,66,41,91.73,3921.76,4,5,Two Year,Bank Transfer,Fiber Optic,0
CUST02580,22,28,37.45,1051.73,5,5,Month-to-Month,Credit Card,Fiber Optic,0
CUST02581,45,33,78.14,2436.89,3,3,Two Year,Bank Transfer,Fiber Optic,0
CUST02582,50,21,61.67,1199.83,4,7,Two Year,Mailed Check,No,0
CUST02583,70,47,25.16,1290.56,5,2,Two Year,Electronic Check,Fiber Optic,0
CUST02584,58,25,113.31,2920.96,4,6,Month-to-Month,Credit Card,DSL,1
CUST02585,53,40,61.36,2606.21,2,2,Month-to-Month,Bank Transfer,DSL,0
CUST02586,34,27,98.39,2761.26,2,9,Two Year,Electronic Check,Fiber Optic,0
CUST02587,74,23,61.63,1510.93,4,6,Month-to-Month,Mailed Check,DSL,0
CUST02588,36,69,113.74,7318.05,2,5,Month-to-Month,Mailed Check,DSL,0
CUST02589,33,25,49.05,1225.43,2,4,Month-to-Month,Electronic Check,DSL,1
CUST02590,59,6,61.22,379.62,3,7,Month-to-Month,Bank Transfer,Fiber Optic,1
CUST02591,74,27,95.89,2383.57,4,4,Month-to-Month,Bank Transfer,Fiber Optic,1
CUST02592,66,38,54.37,1921.3,2,8,Month-to-Month,Electronic Check,Fiber Optic,1
CUST02593,28,7,56.44,405.64,1,1,One Year,Credit Card,Fiber Optic,0
CUST02594,64,22,119.48,2822.45,4,8,Month-to-Month,Credit Card,No,1
CUST02595,38,12,75.56,935.83,2,9,Month-to-Month,Electronic Check,No,1
CUST02596,30,36,88.94,2904.78,4,2,Month-to-Month,Mailed Check,Fiber Optic,1
CUST02597,71,52,84.35,4798.67,1,2,Two Year,Credit Card,Fiber Optic,0
CUST02598,72,69,102.79,6581.3,2,9,One Year,Mailed Check,DSL,0
CUST02599,39,28,106.18,2814.09,4,4,One Year,Credit Card,No,0
CUST02600,19,62,76.33,5181.71,1,6,One Year,Electronic Check,Fiber Optic,0
CUST02601,29,16,49.46,834.18,2,1,One Year,Bank Transfer,DSL,0
CUST02602,48,56,22.28,1356.62,4,4,Month-to-Month,Bank Transfer,Fiber Optic,0
CUST02603,21,40,81.44,3457.38,4,7,One Year,Mailed Check,Fiber Optic,0
CUST02604,30,54,102.55,5705.58,2,8,Month-to-Month,Bank Transfer,No,0
CUST02605,26,54,65.05,3361.55,1,4,One Year,Electronic Check,DSL,0
CUST02606,72,38,36.47,1337.9,1,0,Month-to-Month,Electronic Check,DSL,1
CUST02607,38,19,48.81,1010.31,3,4,Two Year,Electronic Check,No,0
CUST02608,39,38,71.0,2892.55,4,6,Month-to-Month,Electronic Check,Fiber Optic,0
CUST02609,42,59,103.67,5944.54,3,8,Month-to-Month,Electronic Check,DSL,0
CUST02610,18,69,37.18,2500.08,3,8,One Year,Mailed Check,Fiber Optic,0
CUST02611,48,66,81.21,5143.31,1,7,Month-to-Month,Electronic Check,Fiber Optic,0
CUST02612,70,13,95.34,1196.28,2,1,Month-to-Month,Electronic Check,DSL,1
CUST02613,64,43,113.6,5237.38,1,5,Two Year,Electronic Check,DSL,0
CUST02614,32,8,31.67,228.56,3,5,One Year,Credit Card,DSL,0
CUST02615,18,48,112.64,5337.53,2,4,One Year,Electronic Check,DSL,1
CUST02616,62,71,80.15,6194.41,1,9,Month-to-Month,Bank Transfer,Fiber Optic,0
CUST02617,65,4,96.67,389.98,4,9,Month-to-Month,Electronic Check,DSL,1
CUST02618,70,47,25.38,1180.92,2,2,Month-to-Month,Electronic Check,Fiber Optic,1
CUST02619,50,68,70.61,4621.61,5,9,One Year,Mailed Check,Fiber Optic,0
CUST02620,44,61,82.26,4590.42,3,8,One Year,Mailed Check,Fiber Optic,1
CUST02621,61,28,50.68,1340.94,1,7,Month-to-Month,Mailed Check,DSL,1
CUST02622,57,8,63.17,463.93,4,3,Month-to-Month,Bank Transfer,Fiber Optic,0
CUST02623,61,66,75.43,4606.68,4,7,Month-to-Month,Electronic Check,DSL,0
CUST02624,34,66,75.25,4632.57,5,5,Month-to-Month,Electronic Check,No,0
CUST02625,69,42,24.19,975.6,4,8,Month-to-Month,Credit Card,DSL,1
CUST02626,20,70,63.95,4038.6,2,7,Month-to-Month,Electronic Check,No,0
CUST02627,23,1,41.38,45.11,4,9,Month-to-Month,Credit Card,Fiber Optic,1
CUST02628,55,44,111.67,4543.79,4,4,Month-to-Month,Bank Transfer,No,0
CUST02629,50,3,117.66,344.72,3,0,Month-to-Month,Electronic Check,No,1
CUST02630,49,67,49.96,3601.74,4,4,Month-to-Month,Electronic Check,No,0
CUST02631,69,49,37.52,1693.75,5,9,Two Year,Mailed Check,Fiber Optic,0
CUST02632,67,65,41.95,2717.84,4,6,Month-to-Month,Bank Transfer,DSL,0
CUST02633,58,40,67.78,2897.95,3,7,Month-to-Month,Credit Card,Fiber Optic,0
CUST02634,27,6,107.45,652.05,3,6,Month-to-Month,Electronic Check,DSL,1
CUST02635,23,2,70.0,131.9,5,5,Month-to-Month,Credit Card,Fiber Optic,0
CUST02636,25,24,25.54,641.81,5,0,Month-to-Month,Electronic Check,No,0
CUST02637,52,53,23.99,1317.5,2,4,Month-to-Month,Electronic Check,Fiber Optic,0
CUST02638,58,11,42.74,457.17,1,0,Month-to-Month,Mailed Check,DSL,1
CUST02639,63,61,104.28,5783.71,5,3,Two Year,Credit Card,No,0
CUST02640,23,18,82.15,1333.12,2,7,Two Year,Mailed Check,DSL,1
CUST02641,33,36,76.3,2925.4,5,8,Month-to-Month,Credit Card,No,1
CUST02642,37,15,51.9,750.67,1,2,Month-to-Month,Mailed Check,Fiber Optic,0
CUST02643,54,34,112.94,3561.85,5,6,Two Year,Credit Card,DSL,0
CUST02644,20,33,53.12,1759.39,4,2,Month-to-Month,Credit Card,DSL,0
CUST02645,65,1,103.49,112.21,2,2,Two Year,Bank Transfer,No,0
CUST02646,22,41,109.59,4051.51,1,9,One Year,Bank Transfer,DSL,0
CUST02647,47,56,68.33,3486.98,5,6,Month-to-Month,Mailed Check,No,0
CUST02648,71,67,109.43,7210.1,1,1,Month-to-Month,Credit Card,Fiber Optic,0
CUST02649,29,24,47.68,1184.6,1,1,Month-to-Month,Mailed Check,Fiber Optic,1
CUST02650,57,63,85.84,5382.28,4,0,Two Year,Electronic Check,Fiber Optic,0
CUST02651,49,63,28.8,1958.42,4,4,Month-to-Month,Credit Card,Fiber Optic,0
CUST02652,64,71,67.39,4348.63,1,1,One Year,Bank Transfer,Fiber Optic,0
CUST02653,51,27,41.73,1090.77,2,5,Month-to-Month,Mailed Check,Fiber Optic,1
CUST02654,66,61,26.28,1555.2,4,4,Two Year,Bank Transfer,Fiber Optic,0
CUST02655,40,41,20.37,808.57,4,6,One Year,Mailed Check,DSL,0
CUST02656,27,5,52.48,261.73,2,2,Month-to-Month,Mailed Check,No,1
CUST02657,56,20,78.95,1670.83,3,1,Month-to-Month,Electronic Check,Fiber Optic,0
CUST02658,73,48,65.52,3030.55,1,1,Month-to-Month,Credit Card,Fiber Optic,1
CUST02659,42,12,50.18,631.56,1,0,Two Year,Bank Transfer,Fiber Optic,0
CUST02660,64,31,119.12,3431.62,5,0,One Year,Credit Card,Fiber Optic,0
CUST02661,68,56,113.95,6458.84,2,2,Month-to-Month,Electronic Check,DSL,0
CUST02662,54,11,32.57,349.27,5,8,Two Year,Credit Card,No,0
CUST02663,63,36,61.51,2231.75,1,6,Month-to-Month,Mailed Check,Fiber Optic,0
CUST02664,50,16,84.88,1251.61,5,2,Month-to-Month,Mailed Check,No,0
CUST02665,63,39,93.35,3970.79,3,9,Two Year,Credit Card,No,0
CUST02666,37,18,56.64,1102.29,5,7,Month-to-Month,Bank Transfer,Fiber Optic,1
CUST02667,47,69,94.63,6955.58,5,7,Two Year,Credit Card,Fiber Optic,0
CUST02668,22,6,32.42,209.77,2,8,Month-to-Month,Bank Transfer,DSL,1
CUST02669,29,69,53.18,3410.21,4,7,One Year,Electronic Check,DSL,0
CUST02670,51,57,91.64,5227.56,2,9,Month-to-Month,Mailed Check,Fiber Optic,0
CUST02671,59,61,82.57,4853.24,4,3,Month-to-Month,Credit Card,DSL,0
CUST02672,19,61,103.72,6817.18,5,8,Month-to-Month,Mailed Check,DSL,0
CUST02673,21,14,24.69,324.13,5,1,One Year,Bank Transfer,Fiber Optic,0
CUST02674,18,67,37.44,2367.93,4,3,Month-to-Month,Electronic Check,DSL,0
CUST02675,47,43,24.85,1108.43,2,8,Month-to-Month,Mailed Check,DSL,0
CUST02676,37,69,39.21,2483.13,1,1,Month-to-Month,Credit Card,Fiber Optic,0
CUST02677,21,63,20.43,1346.79,3,5,Month-to-Month,Credit Card,DSL,0
CUST02678,63,42,70.42,2820.52,1,3,One Year,Electronic Check,DSL,0
CUST02679,48,27,72.83,2029.74,3,1,One Year,Electronic Check,DSL,1
CUST02680,18,9,85.79,829.71,5,2,One Year,Electronic Check,Fiber Optic,0
CUST02681,57,8,58.49,478.19,1,5,Month-to-Month,Electronic Check,No,1
CUST02682,69,28,20.32,536.29,5,6,Month-to-Month,Credit Card,DSL,1
CUST02683,41,58,87.39,4611.55,3,6,Month-to-Month,Mailed Check,Fiber Optic,0
CUST02684,72,36,25.43,832.07,1,1,Month-to-Month,Electronic Check,DSL,0
CUST02685,41,35,106.62,3424.72,4,3,Two Year,Bank Transfer,Fiber Optic,1
CUST02686,22,18,22.27,407.18,1,1,Month-to-Month,Credit Card,DSL,0
CUST02687,24,41,73.05,2904.03,4,0,Two Year,Mailed Check,No,0
CUST02688,21,46,109.49,4777.85,3,3,Month-to-Month,Credit Card,Fiber Optic,0
CUST02689,35,70,77.25,5103.86,4,6,One Year,Mailed Check,Fiber Optic,0
CUST02690,39,52,80.84,4580.91,2,3,One Year,Electronic Check,DSL,0
CUST02691,43,44,88.16,3583.36,1,0,One Year,Credit Card,No,0
CUST02692,45,65,32.24,2013.85,2,2,One Year,Electronic Check,DSL,0
CUST02693,67,31,87.49,2696.8,4,4,Month-to-Month,Credit Card,Fiber Optic,0
CUST02694,18,67,108.04,6515.19,5,3,One Year,Bank Transfer,Fiber Optic,0
CUST02695,69,27,117.42,3437.31,2,8,Month-to-Month,Credit Card,Fiber Optic,0
CUST02696,31,10,64.31,591.49,2,5,Month-to-Month,Electronic Check,No,1
CUST02697,72,30,54.45,1693.13,5,9,Month-to-Month,Mailed Check,Fiber Optic,0
CUST02698,25,10,95.33,977.88,2,1,Month-to-Month,Credit Card,Fiber Optic,1
CUST02699,23,9,74.29,709.91,2,3,Two Year,Credit Card,DSL,1
CUST02700,24,63,45.73,2968.25,5,0,Month-to-Month,Credit Card,Fiber Optic,0
CUST02701,34,57,37.22,2235.59,3,0,Month-to-Month,Electronic Check,Fiber Optic,0
CUST02702,71,16,37.02,583.04,3,9,Month-to-Month,Bank Transfer,Fiber Optic,1
CUST02703,44,60,65.92,3946.13,3,4,One Year,Mailed Check,Fiber Optic,0
CUST02704,27,5,37.01,192.53,4,6,One Year,Electronic Check,Fiber Optic,1
CUST02705,54,21,21.97,467.72,2,2,Two Year,Mailed Check,Fiber Optic,0
CUST02706,46,51,25.21,1288.62,4,0,One Year,Bank Transfer,DSL,0
CUST02707,58,22,112.99,2339.36,2,8,Month-to-Month,Mailed Check,Fiber Optic,1
CUST02708,60,52,27.3,1350.73,3,6,Month-to-Month,Electronic Check,No,0
CUST02709,62,63,27.32,1672.33,1,7,Month-to-Month,Credit Card,DSL,0
CUST02710,26,5,65.12,293.64,1,5,One Year,Credit Card,DSL,0
CUST02711,46,2,44.51,87.55,3,4,Two Year,Mailed Check,Fiber Optic,0
CUST02712,53,67,116.27,7015.36,1,4,Month-to-Month,Credit Card,DSL,0
CUST02713,49,37,111.1,4164.1,5,7,Month-to-Month,Credit Card,Fiber Optic,0
CUST02714,73,36,60.47,2265.91,5,2,One Year,Electronic Check,Fiber Optic,0
CUST02715,72,33,64.87,2167.42,2,3,One Year,Bank Transfer,Fiber Optic,1
CUST02716,64,31,57.51,1851.86,2,3,One Year,Credit Card,No,0
CUST02717,31,49,23.79,1048.99,3,5,Month-to-Month,Bank Transfer,No,0
CUST02718,48,42,49.28,1887.57,2,9,Month-to-Month,Electronic Check,Fiber Optic,1
CUST02719,63,12,32.27,402.58,5,9,Month-to-Month,Bank Transfer,No,0
CUST02720,33,45,30.24,1443.1,1,5,Month-to-Month,Bank Transfer,DSL,0
CUST02721,58,48,76.09,3811.15,3,2,One Year,Bank Transfer,DSL,0
CUST02722,32,9,29.88,277.65,1,9,Month-to-Month,Electronic Check,Fiber Optic,0
CUST02723,25,27,30.29,851.84,5,3,Month-to-Month,Electronic Check,Fiber Optic,0
CUST02724,31,57,68.05,4064.8,1,3,Two Year,Credit Card,DSL,0
CUST02725,70,44,64.23,2952.86,3,8,Month-to-Month,Mailed Check,Fiber Optic,0
CUST02726,74,10,33.76,353.71,5,2,Month-to-Month,Credit Card,DSL,0
CUST02727,66,3,20.44,56.11,3,4,Two Year,Mailed Check,DSL,0
CUST02728,33,42,39.3,1506.33,1,9,Month-to-Month,Credit Card,Fiber Optic,1
CUST02729,62,33,43.59,1398.49,1,3,One Year,Electronic Check,No,0
CUST02730,30,69,100.02,6939.81,4,6,Month-to-Month,Credit Card,No,0
CUST02731,25,38,111.54,4461.3,1,0,Two Year,Credit Card,Fiber Optic,1
CUST02732,32,67,60.59,3925.62,2,9,Month-to-Month,Mailed Check,Fiber Optic,0
CUST02733,25,16,60.5,924.5,4,4,Month-to-Month,Electronic Check,DSL,0
CUST02734,54,32,91.25,3084.3,2,6,Two Year,Credit Card,Fiber Optic,0
CUST02735,56,10,82.69,785.47,5,5,One Year,Bank Transfer,Fiber Optic,1
CUST02736,20,41,38.41,1676.04,4,4,Month-to-Month,Bank Transfer,Fiber Optic,1
CUST02737,24,14,30.77,402.95,1,4,Month-to-Month,Mailed Check,Fiber Optic,1
CUST02738,45,35,63.76,2168.92,5,0,Month-to-Month,Credit Card,No,0
CUST02739,24,25,76.48,1874.24,5,2,Month-to-Month,Bank Transfer,No,1
CUST02740,65,14,33.87,455.18,2,3,Month-to-Month,Mailed Check,DSL,1
CUST02741,40,7,49.33,310.99,2,3,Month-to-Month,Mailed Check,No,1
CUST02742,41,37,50.59,1772.96,2,2,Two Year,Electronic Check,DSL,1
